transformation_signature,reaction_center_signature,reaction_type,canonical_reaction,raw_token_count,encoded_token_count,unknown_token_count,unknown_tokens,transformation_split,reaction_center_split
SMILES:B.C1CCOC1.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:N>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,86a0a64ddfdac5b3,AMINATION,B.C1CCOC1.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.N>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,62,64,0,[],test,train
SMILES:B.C1CCOC1.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:NCc1ccccc1>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,0e94389b5ab99b59,AMINATION,B.C1CCOC1.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.NCc1ccccc1>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,71,73,0,[],train,train
SMILES:B.CCN(CC)c1ccccc1.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:N>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,b21c81b9a0f98cde,AMINATION,B.CCN(CC)c1ccccc1.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.N>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,70,72,0,[],valid,train
SMILES:B.CCN(CC)c1ccccc1.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:NCc1ccccc1>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,6a0944138883ecd6,AMINATION,B.CCN(CC)c1ccccc1.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.NCc1ccccc1>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,79,81,0,[],train,train
SMILES:B.CSC.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:N>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,aceb4aae7e72594c,AMINATION,B.CSC.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.N>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,58,60,0,[],train,train
SMILES:B.CSC.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:NCc1ccccc1>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,b823ff77a975c1f6,AMINATION,B.CSC.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.NCc1ccccc1>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,67,69,0,[],valid,test
SMILES:B1Oc2ccccc2O1.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:N>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,8690bdda08ee5e7e,AMINATION,B1Oc2ccccc2O1.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.N>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,66,68,0,[],train,train
SMILES:B1[C@H]2CCC[C@@H]1CCC2.SMILES:C=CCCc1nnc(NC(=O)Cc2ccccn2)s1.SMILES:O=C(Cc1ccccc1)Nc1ccc(Br)nn1>>SMILES:O=C(Cc1ccccc1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,525093c3caae5504,SUZUKI,B1[C@H]2CCC[C@@H]1CCC2.C=CCCc1nnc(NC(=O)Cc2ccccn2)s1.O=C(Cc1ccccc1)Nc1ccc(Br)nn1>>O=C(Cc1ccccc1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,124,126,0,[],train,train
SMILES:B[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C.B[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C.CN(C)CCN(C)C.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:N>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,91828b8150f8ffa4,AMINATION,B[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C.B[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C.CN(C)CCN(C)C.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.N>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,105,107,0,[],train,train
SMILES:B[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C.B[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C.CN(C)CCN(C)C.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:NCc1ccccc1>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,bcaefa61af4ec3db,AMINATION,B[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C.B[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C.CN(C)CCN(C)C.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.NCc1ccccc1>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,114,116,0,[],train,train
SMILES:B[C@H]1C[C@@H]2C[C@H]([C@@H]1C)C2(C)C.B[C@H]1C[C@H]2C[C@H]([C@@H]1C)C2(C)C.CN(C)CCN(C)C.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:N>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,91828b8150f8ffa4,AMINATION,B[C@H]1C[C@@H]2C[C@H]([C@@H]1C)C2(C)C.B[C@H]1C[C@H]2C[C@H]([C@@H]1C)C2(C)C.CN(C)CCN(C)C.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.N>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,105,107,0,[],train,train
SMILES:B[C@H]1C[C@@H]2C[C@H]([C@@H]1C)C2(C)C.B[C@H]1C[C@H]2C[C@H]([C@@H]1C)C2(C)C.CN(C)CCN(C)C.SMILES:CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.SMILES:NCc1ccccc1>>SMILES:CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,bcaefa61af4ec3db,AMINATION,B[C@H]1C[C@@H]2C[C@H]([C@@H]1C)C2(C)C.B[C@H]1C[C@H]2C[C@H]([C@@H]1C)C2(C)C.CN(C)CCN(C)C.CS(=O)(=O)N1CCC(=O)[C@@H](O)C1.NCc1ccccc1>>CS(=O)(=O)N1CC[C@@H](N)[C@@H](O)C1,114,116,0,[],train,train
SMILES:Br.BrCc1ccccn1.SMILES:Nc1nnc(C[C@H]2CC[C@@H](c3nnc(N)s3)C2)s1>>SMILES:O=C(Cc1ccccn1)Nc1nnc(C[C@H]2CC[C@@H](c3nnc(NC(=O)Cc4ccccn4)s3)C2)s1,55d4b30c3af9b39b,CARBONYLATION,Br.BrCc1ccccn1.Nc1nnc(C[C@H]2CC[C@@H](c3nnc(N)s3)C2)s1>>O=C(Cc1ccccn1)Nc1nnc(C[C@H]2CC[C@@H](c3nnc(NC(=O)Cc4ccccn4)s3)C2)s1,102,104,0,[],train,train
SMILES:Br.SMILES:CC(C)(N)C(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1>>SMILES:CC(C)(N)C(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,4f53cda18c2baa0c,CHIRAL SALT RESOLUTION,Br.CC(C)(N)C(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1>>CC(C)(N)C(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,127,129,0,[],test,train
SMILES:BrC1CCCCC1.SMILES:Cc1ccnc2ccccc12.SMILES:O=C(O)C(F)(F)F>>SMILES:Cc1cc(C2CCCCC2)nc2ccccc12,76fa00523ea29e78,PHOTOCHEMISTRY,BrC1CCCCC1.Cc1ccnc2ccccc12.O=C(O)C(F)(F)F>>Cc1cc(C2CCCCC2)nc2ccccc12,66,68,0,[],train,train
SMILES:BrCc1ccc(-c2cscn2)cc1.SMILES:CCOC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)c(C)cn1>>SMILES:Cc1cnc(C(=O)O)cc1Cc1ccc(-c2cscn2)cc1,4fe73cc35d19e30f,SUZUKI,BrCc1ccc(-c2cscn2)cc1.CCOC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)c(C)cn1>>Cc1cnc(C(=O)O)cc1Cc1ccc(-c2cscn2)cc1,98,100,0,[],test,train
SMILES:BrCc1ccccc1.SMILES:[Zn]>>SMILES:[Br][Zn][CH2]c1ccccc1,2b6a5072248a4bdf,NEGISHI,BrCc1ccccc1.[Zn]>>[Br][Zn][CH2]c1ccccc1,24,26,0,[],train,train
SMILES:Brc1ccc(N2CCOCC2)nc1.SMILES:CC(C)(C)OC(=O)N1CC[C@@H](N)C1>>SMILES:CC(C)(C)OC(=O)N1CC[C@@H](Nc2ccc(N3CCOCC3)nc2)C1,2051bdb8cf7ab31f,BUCHWALD,Brc1ccc(N2CCOCC2)nc1.CC(C)(C)OC(=O)N1CC[C@@H](N)C1>>CC(C)(C)OC(=O)N1CC[C@@H](Nc2ccc(N3CCOCC3)nc2)C1,87,89,0,[],train,train
SMILES:Brc1ccc2ncccc2c1.SMILES:CC(=O)Nc1ccc(N(S(=O)(=O)F)S(=O)(=O)F)cc1>>SMILES:O=S(=O)(O)c1ccc2ncccc2c1,2826b3be5ab93d0e,SUZUKI,Brc1ccc2ncccc2c1.CC(=O)Nc1ccc(N(S(=O)(=O)F)S(=O)(=O)F)cc1>>O=S(=O)(O)c1ccc2ncccc2c1,81,83,0,[],train,train
SMILES:Brc1ccc2ncccc2c1.SMILES:CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C>>SMILES:CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1,b46ba2650a31178f,BUCHWALD,Brc1ccc2ncccc2c1.CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1,93,95,0,[],test,valid
SMILES:Brc1ccc2ncccc2c1.SMILES:COc1ccc([S@](=O)O)cn1>>SMILES:COc1ccc(-c2ccc3ncccc3c2)cn1,58ce8c684fdd1ba4,PD COUPLING,Brc1ccc2ncccc2c1.COc1ccc([S@](=O)O)cn1>>COc1ccc(-c2ccc3ncccc3c2)cn1,62,64,0,[],train,train
SMILES:Brc1ccc2ncccc2c1.SMILES:Cn1nc(N)cc1B1OC(C)(C)C(C)(C)O1>>SMILES:Cn1ccc(Nc2ccc3ncccc3c2)n1,1ae530d565581f59,SUZUKI,Brc1ccc2ncccc2c1.Cn1nc(N)cc1B1OC(C)(C)C(C)(C)O1>>Cn1ccc(Nc2ccc3ncccc3c2)n1,72,74,0,[],train,train
SMILES:Brc1ccc2ncccc2c1.SMILES:Cn1nc(N)cc1B1OC(C)(C)C(C)(C)O1>>SMILES:Cn1nc(N)cc1-c1ccc2ncccc2c1,4e1461709abf0d25,SUZUKI,Brc1ccc2ncccc2c1.Cn1nc(N)cc1B1OC(C)(C)C(C)(C)O1>>Cn1nc(N)cc1-c1ccc2ncccc2c1,73,75,0,[],train,train
SMILES:Brc1ccc2ncccc2c1.SMILES:O=C1NCc2c(OCCCCN3CCNCC3)cccc21>>SMILES:O=C1NCc2c(OCCCCN3CCN(c4ccc5ncccc5c4)CC3)cccc21,4867e7083ad32a2e,BUCHWALD,Brc1ccc2ncccc2c1.O=C1NCc2c(OCCCCN3CCNCC3)cccc21>>O=C1NCc2c(OCCCCN3CCN(c4ccc5ncccc5c4)CC3)cccc21,93,95,0,[],valid,train
SMILES:Brc1ccc2ncccc2c1.SMILES:O=S([O-])C1CC1.[Na+]>>SMILES:c1cnc2ccc(C3CC3)cc2c1,03a6514f84489c73,NI COUPLING,Brc1ccc2ncccc2c1.O=S([O-])C1CC1.[Na+]>>c1cnc2ccc(C3CC3)cc2c1,51,53,0,[],train,test
SMILES:Brc1ccc2ncccc2c1.SMILES:O=S([O-])c1ccccn1.[Na+]>>SMILES:c1ccc(-c2ccc3ncccc3c2)nc1,4bd8250f86ff7286,NI COUPLING,Brc1ccc2ncccc2c1.O=S([O-])c1ccccn1.[Na+]>>c1ccc(-c2ccc3ncccc3c2)nc1,58,60,0,[],train,valid
SMILES:Brc1ccccc1.SMILES:CS(=O)(=O)N1CCN(c2ccccc2)CC1>>SMILES:O=S(=O)(Cc1ccccc1)N1CCN(c2ccccc2)CC1,792af404b289f8c9,PD COUPLING,Brc1ccccc1.CS(=O)(=O)N1CCN(c2ccccc2)CC1>>O=S(=O)(Cc1ccccc1)N1CCN(c2ccccc2)CC1,75,77,0,[],train,train
SMILES:Brc1ccccn1.SMILES:Cn1cc(Nc2nc(O[C@H]3C[C@H](N(C)C(=O)OC(C)(C)C)C3)c3ccn(COCC[Si](C)(C)C)c3n2)cn1>>SMILES:Cn1cc(N(c2ccccn2)c2nc(O[C@H]3C[C@H](N(C)C(=O)OC(C)(C)C)C3)c3ccn(COCC[Si](C)(C)C)c3n2)cn1,748b0c622d360710,BUCHWALD,Brc1ccccn1.Cn1cc(Nc2nc(O[C@H]3C[C@H](N(C)C(=O)OC(C)(C)C)C3)c3ccn(COCC[Si](C)(C)C)c3n2)cn1>>Cn1cc(N(c2ccccn2)c2nc(O[C@H]3C[C@H](N(C)C(=O)OC(C)(C)C)C3)c3ccn(COCC[Si](C)(C)C)c3n2)cn1,155,157,0,[],valid,train
SMILES:Brc1ccccn1.SMILES:Cn1cc(Nc2nc(O[C@H]3C[C@H](N(C)C(=O)OC(C)(C)C)C3)c3ccn(COCC[Si](C)(C)C)c3n2)cn1>>SMILES:Cn1cc(Nc2nc(O[C@H]3C[C@H](N(C)C(=O)OC(C)(C)C)C3)c3c(-c4ccccn4)cn(COCC[Si](C)(C)C)c3n2)cn1,ee67b8d8151334ca,CH ACTIVATION,Brc1ccccn1.Cn1cc(Nc2nc(O[C@H]3C[C@H](N(C)C(=O)OC(C)(C)C)C3)c3ccn(COCC[Si](C)(C)C)c3n2)cn1>>Cn1cc(Nc2nc(O[C@H]3C[C@H](N(C)C(=O)OC(C)(C)C)C3)c3c(-c4ccccn4)cn(COCC[Si](C)(C)C)c3n2)cn1,156,158,0,[],train,train
SMILES:Brc1cccnc1.SMILES:Cn1ccnc1N.SMILES:Ic1cccnc1>>SMILES:Cn1ccnc1Nc1cccnc1,f5b459972d95546f,BUCHWALD,Brc1cccnc1.Cn1ccnc1N.Ic1cccnc1>>Cn1ccnc1Nc1cccnc1,47,49,0,[],train,valid
SMILES:Brc1cncnc1.SMILES:C#CC(=O)OC>>SMILES:COC(=O)C#Cc1cncnc1,5d772dd692ec043c,SONOGASHIRA,Brc1cncnc1.C#CC(=O)OC>>COC(=O)C#Cc1cncnc1,39,41,0,[],train,train
SMILES:Brc1cncnc1.SMILES:CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C>>SMILES:CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1cncnc1,2618f90ae1816eaa,BUCHWALD,Brc1cncnc1.CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1cncnc1,81,83,0,[],train,test
SMILES:Brc1cnn2cccnc12.SMILES:Cc1cccnc1N(C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1>>SMILES:Cc1cccnc1N(C(=O)c1ccc(-c2cnn3cccnc23)cc1)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1,d60c8cf0e6adda0b,SUZUKI,Brc1cnn2cccnc12.Cc1cccnc1N(C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1>>Cc1cccnc1N(C(=O)c1ccc(-c2cnn3cccnc23)cc1)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1,151,153,0,[],train,train
SMILES:Brc1cnsc1.SMILES:CC(C)(C)OC(N)=O>>SMILES:CC(C)(C)OC(=O)Nc1cnsc1,9897d4b0c3cce9b2,BUCHWALD,Brc1cnsc1.CC(C)(C)OC(N)=O>>CC(C)(C)OC(=O)Nc1cnsc1,47,49,0,[],train,train
SMILES:Brc1nnnn1Cc1ccccc1.SMILES:Cn1nccc1B1OC(C)(C)C(C)(C)O1>>SMILES:Cn1nccc1-c1nnnn1Cc1ccccc1,722848c84a679e3a,SUZUKI,Brc1nnnn1Cc1ccccc1.Cn1nccc1B1OC(C)(C)C(C)(C)O1>>Cn1nccc1-c1nnnn1Cc1ccccc1,71,73,0,[],test,train
SMILES:C#CC(=O)OCC.SMILES:CN(CC(=O)O)C(=O)OCc1ccccc1>>SMILES:CCOC(=O)CC1CN(C(=O)OCc2ccccc2)C1,92b948d24b5cc986,PHOTOCHEMISTRY,C#CC(=O)OCC.CN(CC(=O)O)C(=O)OCc1ccccc1>>CCOC(=O)CC1CN(C(=O)OCc2ccccc2)C1,71,73,0,[],train,train
SMILES:C#C[Si](CC)(CC)CC.SMILES:Nc1ncc(Cl)nc1Br>>SMILES:CC[Si](C#Cc1nc(Cl)cnc1N)(CC)CC,838dec83cee81c2c,SONOGASHIRA,C#C[Si](CC)(CC)CC.Nc1ncc(Cl)nc1Br>>CC[Si](C#Cc1nc(Cl)cnc1N)(CC)CC,55,57,0,[],train,train
SMILES:C1CC2OC2CO1.SMILES:NCc1ccccc1>>SMILES:O[C@H]1COCC[C@@H]1NCc1ccccc1,813a9b70bf4d1256,LEWIS ACID,C1CC2OC2CO1.NCc1ccccc1>>O[C@H]1COCC[C@@H]1NCc1ccccc1,42,44,0,[],train,test
SMILES:C1CNCCN1.SMILES:C[C@H](Cn1ccc2c1nc(N)n1nc(-c3ccco3)nc21)OS(C)(=O)=O>>SMILES:C[C@H](Cn1ccc2c1nc(N)n1nc(-c3ccco3)nc21)N1CCNCC1,4d33913377482010,ALKYLATION,C1CNCCN1.C[C@H](Cn1ccc2c1nc(N)n1nc(-c3ccco3)nc21)OS(C)(=O)=O>>C[C@H](Cn1ccc2c1nc(N)n1nc(-c3ccco3)nc21)N1CCNCC1,101,103,0,[],train,valid
SMILES:C1COCCN1.SMILES:Cc1ncc(Cl)nc1Cl>>SMILES:Cc1ncc(N2CCOCC2)nc1Cl,36b43ea15da323ba,BUCHWALD,C1COCCN1.Cc1ncc(Cl)nc1Cl>>Cc1ncc(N2CCOCC2)nc1Cl,43,45,0,[],valid,train
SMILES:C=C(C(=O)O)C(F)(F)F>>SMILES:C[C@H](C(=O)O)C(F)(F)F,749c79e1b46f2a56,HYDROGENATION,C=C(C(=O)O)C(F)(F)F>>C[C@H](C(=O)O)C(F)(F)F,38,40,0,[],train,train
SMILES:C=C(C)C.SMILES:Clc1nc(Cl)c2nc[nH]c2n1>>SMILES:CC(C)(C)n1cnc2c(Cl)nc(Cl)nc21,e1798abadf4d2579,ISOBUTYLENE PROTECTION,C=C(C)C.Clc1nc(Cl)c2nc[nH]c2n1>>CC(C)(C)n1cnc2c(Cl)nc(Cl)nc21,53,55,0,[],train,train
SMILES:C=C(CN1CCOCC1)[B-](F)(F)F.SMILES:Cc1cc(C)c(CN2CCc3c(Cl)cc(Br)c(Cl)c3C2=O)c(OCc2ccccc2)n1>>SMILES:C=C(CN1CCOCC1)c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(C)cc(C)nc1OCc1ccccc1)CC2,ed3e601809c6c72d,SUZUKI,C=C(CN1CCOCC1)[B-](F)(F)F.Cc1cc(C)c(CN2CCc3c(Cl)cc(Br)c(Cl)c3C2=O)c(OCc2ccccc2)n1>>C=C(CN1CCOCC1)c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(C)cc(C)nc1OCc1ccccc1)CC2,141,143,0,[],train,test
SMILES:C=C(c1ccccc1)c1cc(Cl)nnc1N>>SMILES:CC(c1ccccc1)c1cc(Cl)nnc1N,b2b390d014288a69,HYDROGENATION,C=C(c1ccccc1)c1cc(Cl)nnc1N>>CC(c1ccccc1)c1cc(Cl)nnc1N,50,52,0,[],valid,test
SMILES:C=C.SMILES:CC(=O)ONC(=O)c1cc(C)ccc1Cl>>SMILES:Cc1ccc(Cl)c2c1CCNC2=O,000a89c85ba76477,CH ACTIVATION,C=C.CC(=O)ONC(=O)c1cc(C)ccc1Cl>>Cc1ccc(Cl)c2c1CCNC2=O,50,52,0,[],train,train
SMILES:C=C.SMILES:CC(=O)ONC(=O)c1cccc(Br)c1Cl>>SMILES:O=C1NCCc2ccc(Br)c(Cl)c21,b25f9102844966a6,CH ACTIVATION,C=C.CC(=O)ONC(=O)c1cccc(Br)c1Cl>>O=C1NCCc2ccc(Br)c(Cl)c21,52,54,0,[],train,train
SMILES:C=C.SMILES:CC(C)(C)C(=O)ONC(=O)c1cc(Cl)cc(Br)c1Cl>>SMILES:O=C1NCCc2c(Cl)cc(Br)c(Cl)c21,0749afb0d66698fc,RH COUPLING,C=C.CC(C)(C)C(=O)ONC(=O)c1cc(Cl)cc(Br)c1Cl>>O=C1NCCc2c(Cl)cc(Br)c(Cl)c21,65,67,0,[],test,train
SMILES:C=C.SMILES:CONC(=O)c1cc(Cl)ccc1Cl>>SMILES:O=C1NCCc2c(Cl)ccc(Cl)c21,f7b249ad572db051,CH ACTIVATION,C=C.CONC(=O)c1cc(Cl)ccc1Cl>>O=C1NCCc2c(Cl)ccc(Cl)c21,47,49,0,[],train,train
SMILES:C=C.SMILES:COc1cnccc1C(=O)NOC(=O)C(C)(C)C>>SMILES:COc1cncc2c1C(=O)NCC2,e554a938a1494e0b,CH ACTIVATION,C=C.COc1cnccc1C(=O)NOC(=O)C(C)(C)C>>COc1cncc2c1C(=O)NCC2,55,57,0,[],train,train
SMILES:C=C.SMILES:Cc1ccc(Cl)c(C(=O)NOC(=O)C(C)(C)C)c1>>SMILES:Cc1ccc(Cl)c2c1CCNC2=O,56a4e87d2082f2d3,CH ACTIVATION,C=C.Cc1ccc(Cl)c(C(=O)NOC(=O)C(C)(C)C)c1>>Cc1ccc(Cl)c2c1CCNC2=O,59,61,0,[],train,train
SMILES:C=C1CNC(=O)c2ccccc21>>SMILES:CC1CNC(=O)c2ccccc21,f5c09b8e82869dc7,HYDROGENATION,C=C1CNC(=O)c2ccccc21>>CC1CNC(=O)c2ccccc21,40,42,0,[],train,train
SMILES:C=C1[C@@](C)(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O>>SMILES:C[C@@H]1[C@@](C)(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O,486ce631291d4b2e,HYDROGENATION,C=C1[C@@](C)(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O>>C[C@@H]1[C@@](C)(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O,146,148,0,[],valid,test
SMILES:C=C1[C@@](C)(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O>>SMILES:C[C@H]1[C@@](C)(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O,486ce631291d4b2e,HYDROGENATION,C=C1[C@@](C)(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O>>C[C@H]1[C@@](C)(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O,146,148,0,[],valid,test
SMILES:C=CC(=O)Cl.SMILES:CN[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1>>SMILES:C=CC(=O)N(C)[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1,1055d47eb2a645e1,AMIDE COUPLING,C=CC(=O)Cl.CN[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1>>C=CC(=O)N(C)[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1,119,121,0,[],train,valid
SMILES:C=CC(=O)Cl>>SMILES:C=CC(=O)N(C)[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1,1b92fa74e68a874c,AMIDE COUPLING,C=CC(=O)Cl>>C=CC(=O)N(C)[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1,69,71,0,[],train,train
SMILES:C=CC(=O)O.SMILES:CN[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1>>SMILES:C=CC(=O)N(C)[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1,03d5860ac9130de4,AMIDE COUPLING,C=CC(=O)O.CN[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1>>C=CC(=O)N(C)[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1,119,121,0,[],train,train
SMILES:C=CC(=O)O>>SMILES:C=CC(=O)N(C)[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1,3e314dfe0416e03e,AMIDE COUPLING,C=CC(=O)O>>C=CC(=O)N(C)[C@H]1C[C@H](Oc2nc(Nc3cnn(C)c3)nc3[nH]cc(-c4ncccc4F)c23)C1,69,71,0,[],train,train
SMILES:C=CC(=O)OC.SMILES:O=Cc1c(F)cc(Br)cc1F>>SMILES:COC(=O)/C=C/c1cc(F)c(C=O)c(F)c1,b877777460f830ce,HECK,C=CC(=O)OC.O=Cc1c(F)cc(Br)cc1F>>COC(=O)/C=C/c1cc(F)c(C=O)c(F)c1,61,63,0,[],train,train
SMILES:C=CC.SMILES:CC(C)(C)C(=O)ONC(=O)c1cc(F)ccc1OCc1ccccc1>>SMILES:CC1CNC(=O)c2c(OCc3ccccc3)ccc(F)c21,b4a5fbdeb267f5be,RH COUPLING,C=CC.CC(C)(C)C(=O)ONC(=O)c1cc(F)ccc1OCc1ccccc1>>CC1CNC(=O)c2c(OCc3ccccc3)ccc(F)c21,81,83,0,[],train,test
SMILES:C=CCO.SMILES:Cc1cc(Br)nn1C>>SMILES:C=CCOc1cc(C)n(C)n1,b6884ab6e87c9d0e,ULLMANN,C=CCO.Cc1cc(Br)nn1C>>C=CCOc1cc(C)n(C)n1,37,39,0,[],train,train
SMILES:C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.SMILES:COc1cc(Cl)ncc1C#N>>SMILES:C=C(OCC)c1cc(OC)c(C#N)cn1,e2c2bf467d2b2165,HECK,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.COc1cc(Cl)ncc1C#N>>C=C(OCC)c1cc(OC)c(C#N)cn1,68,70,0,[],train,train
